titles,category
 위믹스  상장폐지 결정 위메이드  가처분 신청 준비 ,IT
 속보  위메이드  위믹스   국내  대 거래소서  상장폐지 ,IT
 속보  위메이드  위믹스 상장 폐지에 개별 거래소 상대 가처분 신청,IT
      위믹스   월 일부터 거래 종료 위믹스     원    원 폭락 종합 ,IT
국세청  카카오 계열사  특별 세무조사  착수  플랫폼 규제 신호,IT
 대 거래소 위믹스 상장폐지 결정 위메이드  가처분 신청 준비 ,IT
 중국에  몰빵 하더니 이런일까지   아이폰  날벼락  무슨일,IT
가상화폐 위믹스  상장폐지 결정     분 사이 가격 반토막,IT
 속보  국내  대 가상자산 거래소  위믹스 상장폐지,IT
 과 기 부  중이온가속기 시험 구동 성공,IT
서브노티카 개발사  언노운 월즈   크래프톤 주식    억 매수,IT
 이 정도였어   싸이 지겹게 나오더니  이 회사  놀라운 일이,IT
       고분자 반도체 균열 억제 성공   유연 소자 개발 게임체인저  기대 ,IT
  그룹 인사  미래 먹거리 챙길  에너지솔루션 화학 전장 에 방점,IT
글로벌에 꽂힌    구광모   배터리 화학에 미래 건다,IT
  에너지솔루션 김동명 사장 승진   자동차전지 부문서 승진자 다수 배출,IT
생기연  접근 어려운 특수화재 잡을  소화탄  개발 추진,IT
 아 이뉴스  방송법 출동한 과방위         비상 ,IT
크래프톤의 북미 스튜디오  크래프톤 주식    억원 매수,IT
오늘밤   일  월드컵 특수 놓칠라 쿠팡이츠  배달파업에 프로모션 맞대응,IT
  엔솔  김동명 부사장 사장 승진     명 임원 승진,IT
 만약 이랬더라면  카카오  내달 컨퍼런스서  먹통 사태  논의,IT
   코인  내년 초 나온다     이프랜드에 우선 적용,IT
중간요금제  역설  통신사 수익 더 늘었다,IT
        년 정기 임원인사 올해도  젊은 피  수혈,IT
  이노텍   성과주의  임원인사 전무  명 상무  명 등   명 승진,IT
  엔솔  협력사 손잡고        정면돌파    년 뒤 양극재     현지화 ,IT
박윤규 과기정통 차관     서 위성통신사업자 경쟁력 제한적  종합 ,IT
 우주는 만인의 공간  인류 첫 장애인 우주비행사 탄생 우주다방 ,IT
  엔솔 성일하이텍 영풍 밝힌 배터리 사업 노하우 들어보니 ,IT
 르포 간호사 한 명당 관리할 환자 지금도 많은데 줄여라     획일적 감축  우려 큰 병원노조,IT
 유명 연예인들 엄청 쓰더니  우르르 줄 서서 사는 이것 정체  알고보니,IT
  이노텍  전무  명 상무  명 등   명 임원승진,IT
    주파수 신규 사업자로 스타링크  박윤규  차관  경쟁력 제한적 ,IT
인재경쟁 벌였던 게임사  출혈일까 미래투자일까,IT
   가 게임까지  하이브  중견 게임사 플린트에 투자했다,IT
언노운 월즈     억원 규모 크래프톤 주식 매수,IT
 한국경제 대도약  이젠 양자컴 기술에 달렸다 ,IT
 지금은 우주  옴란 샤라프     위원장      한국  우주 협력 프로그램 많을 듯 ,IT
자율주행 전기버스 서울 달린다 청계광장 세운상가 무료 운행,IT
 청년    명  애플    받고 창업꿈 펼친다,IT
  생활건강 이정애         현신균     선임,IT
  그룹 인사 큰 이변 없었다 경제위기 속  미래설계  방점,IT
소유   호 공모 건물  대전 창업스페이스  공개,IT
언노운월즈      억원 규모  크래프톤 주식 매입  성장 가능성 주목 ,IT
  개발사  언노운 월즈      억 규모 크래프톤 주식 매수,IT
 내 정보 지켜질까 의문  디지털기기 점검해봤더니,IT
반도체 적층기술 어디까지 올라갈까,IT
 부동산정보 갑질  논란 법정 선 네이버  무임승차 방지 목적  반박 종합 ,IT
 갈림길 선      유연 과  위험  사이     제일제당  서울대 출신      인방 재무전략은,IT
경기침체에 강하던 게임산업  올해는 왜 뒷걸음질 칠까 ,IT
이인실 특허청장  중동에 특허 행정 전수    한류 이끌 것 ,IT
월드컵 첫 경기 노린 배달노조 파업  업계선  영향 미미할 듯 ,IT
크래프톤 북미 스튜디오     억원 규모 크래프톤 주식 매수,IT
글로벌 공략하는 엔씨  해외 매출   조  눈앞,IT
 세계  위 부자  워런버핏    전기차 주식 대거 처분   왜 ,IT
악재딛고 다시뛰는 카겜  신작 대공세 업데이트로 인기몰이,IT
   는 무너져도 웹 는 온다  정부   블록체인 선도국 도약  선포,IT
        현신균 대표가 이끈다  년만에     교체,IT
  화학  양극재에 힘준다     포석 소재 분야 강화,IT
 제약바이오  종근당고촌재단  해외 장학생   명에 등록금  ,IT
 위기 속에서도 평정심     전자   개 사업본부장 모두 유임,IT
  는 우루과이가    으로 이긴다는데 이번엔 한국이  이변 의 주인공 ,IT
    퇴근길   나 결혼 안 해  비혼 선언하면 돈 휴가 주는 이 회사,IT
공유 사무실 스타트업 패스트파이브  부동산 자산운용업 진출,IT
알뜰폰 도매제공 의무제도  연장 ,IT
 로봇 바리스타  빛좋은 개살구   비용  저가공습  어쩌나 ,IT
월급 주면 끝  직원들 심리 상태까지 챙기는 스타트업                  ,IT
토스뱅크의 화두는  카드업  신규 주주로 하나카드 합류,IT
  텔레콤   유플러스  소셜 메타버스 경쟁력 키워 세계 도전,IT
미식가 네안데르탈인은  팬케이크  만들어 먹었다,IT
연말 성수기 맞은 게임업계  겜심 공략 돌입,IT
모로코 이어 케냐까지   제  시장 에 꽂힌 피씨엘,IT
송민호        반려새  치피      나온다,IT
한화솔루션     차세대 태양광 프로젝트 참여,IT
정호영     사장 유임 전 직원들 만나  인위적 구조조정 없다  잘 이겨낼 것 ,IT
  전자  류재철    사업본부장 사장 외   명 승진,IT
  디스플레이  정호영 체제 유지   전무  명 상무   명 승진,IT
월드컵 뒤흔드는  반자동 오프사이드 시스템   선수 손끝 발끝 위치 데이터 초당   회 분석한다,IT
  헬로비전      년 정기 임원 인사,IT
카카오엔터 게임스타트업에도  오일머니  바람   사우디   콘텐츠에 꽂혔다,IT
 리틀 조성진  류재철   전자 사장  미래 가전사업 이끌 적임자 ,IT
  전자      년 조직개편 임원인사 단행    센터  신설    명 승진,IT
방송법 개정 놓고 과방위 충돌    악법 중 악법     정기국회 중 통과 ,IT
 아이폰     프로  어떻게 나올까  물리 버튼 사라진다  전망,IT
 케라틴 발모 효능 밝혀내 탈모치료제 가능성 기대 ,IT
대만  반도체 안보 강화 엔비디아  홍콩 물류센터 대만 이전,IT
  디스플레이      년 정기 임원인사 총   명 승진,IT
 전략재무통  정호영     사장 유임 위기관리 능력 빛볼까 ,IT
워싱턴 비행통제구역   드론    여회 탐지      당국 긴장,IT
갈매기 조나단처럼      을 꿈꿉니다,IT
  머스크  통신망 협력 약속  스타링크   진출 속도 빨라진다,IT
 이태원 참사  구글    시간 쉬지 않고 콘텐츠 모니터링 ,IT
우본  우표에 최동원  선동열 등 야구 레전드 담는다,IT
한은  대외 불확실성  내년 하반기 이후 완화될 것 ,IT
 최동원 선동열 이종범  야구 레전드 우표 나온다,IT
우루과이전    는    패배  예측   우리 네티즌들은 ,IT
 관망경 앱마켓 사실조사,IT
구글 스타트업 투자의 대모  세계 절반이 여성  이 산업 뜬다   긱스 ,IT
  전자    소비자매체 평가서 냉장고 세탁기 건조기  위  싹쓸이 ,IT
왜 카카오는 스스로  치부 를 공개할까  남궁훈 소회 들어보니,IT
낸드 업계   분기 매출  급락    키옥시아    하이닉스  역전 ,IT
남궁훈  카카오 대표  그날 잊을 수 없어 마음 다시 새길 것 ,IT
 카카오 사태  대책발표 앞둔 남궁훈  부끄럽지만  공동성장 기회삼겠다 ,IT
승진한 이명우 부회장  동원그룹  스마트 연어 키우기  주력,IT
   년 연속    시장  위  삼성전자  불확실한    시장 극복 전략은        ,IT
